pin,construction_year,construction_zone_group
16133010550000,2008,Multi-Family Residential
16133010590000,2007,Multi-Family Residential
16133010600000,2007,Multi-Family Residential
16133030280000,2007,Multi-Family Residential
16133030290000,2007,Multi-Family Residential
16133030400000,2008,Multi-Family Residential
16133040230000,2007,Multi-Family Residential
16133040430000,2008,Planned Development
16133040440000,2008,Planned Development
16133040450000,2008,Planned Development
16133040460000,2008,Planned Development
16133040470000,2008,Planned Development
16133040480000,2008,Planned Development
16133040490000,2008,Planned Development
16133040500000,2008,Planned Development
16133040510000,2008,Planned Development
16133040520000,2008,Planned Development
16133040530000,2008,Planned Development
16133050370000,2007,Multi-Family Residential
16133050490000,2006,Multi-Family Residential
16133070550000,2006,Multi-Family Residential
16133080370000,2006,Multi-Family Residential
16133080460000,2006,Multi-Family Residential
16133080610000,2006,Planned Development
16133080620000,2006,Planned Development
16133080630000,2006,Planned Development
16133080640000,2006,Planned Development
16133080650000,2006,Planned Development
16133120250000,2007,Multi-Family Residential
16133120260000,2008,Multi-Family Residential
16133120560000,2006,Multi-Family Residential
16133120570000,2006,Multi-Family Residential
16133120580000,2006,Multi-Family Residential
16133120590000,2010,Multi-Family Residential
16133120600000,2009,Multi-Family Residential
16133120610000,2008,Multi-Family Residential
16133150170000,2009,Multi-Family Residential
16133150180000,2009,Multi-Family Residential
16133150190000,2008,Multi-Family Residential
16133150200000,2009,Multi-Family Residential
16133150550000,2008,Multi-Family Residential
16133150560000,2008,Multi-Family Residential
16133150570000,2008,Multi-Family Residential
16133170480000,2006,Multi-Family Residential
16133190030000,2021,Multi-Family Residential
16133220050000,2006,Multi-Family Residential
16133220190000,2010,Multi-Family Residential
16133220260000,2008,Multi-Family Residential
16133230120000,2006,Multi-Family Residential
16133230320000,2007,Multi-Family Residential
16133240420000,2006,Planned Development
16133240430000,2006,Planned Development
16133240440000,2006,Planned Development
16133240450000,2006,Planned Development
16133240460000,2006,Planned Development
16133240470000,2006,Planned Development
16133240480000,2006,Planned Development
16133240490000,2006,Planned Development
16133250240000,2006,Multi-Family Residential
16133250490000,2007,Multi-Family Residential
16133260500000,2007,Multi-Family Residential
16133260510000,2007,Multi-Family Residential
16133270450000,2009,Multi-Family Residential
16133280020000,2008,Multi-Family Residential
16133310420000,2008,Multi-Family Residential
16134030230000,2021,Multi-Family Residential
16134030600000,2012,Multi-Family Residential
16134060100000,2006,Multi-Family Residential
16134060150000,2009,Multi-Family Residential
16134060260000,2021,Multi-Family Residential
16134060270000,2021,Multi-Family Residential
16134060280000,2021,Multi-Family Residential
16134060380000,2021,Multi-Family Residential
16134060410000,2021,Multi-Family Residential
16134060480000,2019,Multi-Family Residential
16134060620000,2009,Multi-Family Residential
16134080150000,2006,Multi-Family Residential
16134080170000,2007,Multi-Family Residential
16134080180000,2007,Multi-Family Residential
16134080190000,2008,Multi-Family Residential
16134100550000,2019,Multi-Family Residential
16134100560000,2019,Multi-Family Residential
16134100590000,2022,Multi-Family Residential
16134100600000,2022,Multi-Family Residential
16134100610000,2022,Multi-Family Residential
16134100620000,2022,Multi-Family Residential
16134100630000,2022,Multi-Family Residential
16134100640000,2022,Multi-Family Residential
16134100650000,2022,Multi-Family Residential
16134110220000,2021,Multi-Family Residential
16134110230000,2020,Multi-Family Residential
16134110320000,2021,Multi-Family Residential
16134120230000,2019,Multi-Family Residential
16134120240000,2021,Multi-Family Residential
16134120250000,2020,Multi-Family Residential
16134150190000,2011,Multi-Family Residential
16134200150000,2010,Multi-Family Residential
16134200390000,2006,Neighborhood Mixed-Use
16134200470000,2014,Commercial
16134240380000,2017,Multi-Family Residential
16134240390000,2018,Multi-Family Residential
16134240400000,2017,Multi-Family Residential
16134250010000,2007,Planned Development
16134260500000,2006,Multi-Family Residential
16134270130000,2006,Multi-Family Residential
16134270200000,2014,Multi-Family Residential
16134280240000,2019,Single-Family Residential
16134280250000,2019,Single-Family Residential
16134280260000,2016,Planned Development
16134280270000,2014,Planned Development
16134280280000,2014,Planned Development
16134280290000,2014,Planned Development
16134280300000,2014,Planned Development
16134280310000,2014,Planned Development
16134280320000,2014,Planned Development
16134280330000,2014,Planned Development
16134280350000,2014,Planned Development
16134280360000,2014,Planned Development
16134280380000,2014,Planned Development
16134280490000,2019,Single-Family Residential
16134290090000,2006,Planned Development
16134290130000,2006,Planned Development
16134290140000,2007,Planned Development
16134290170000,2009,Planned Development
16134290180000,2008,Planned Development
16141090340000,2006,Multi-Family Residential
16141120380000,2008,Multi-Family Residential
16141120390000,2008,Multi-Family Residential
16141120400000,2006,Multi-Family Residential
16141120410000,2006,Multi-Family Residential
16141130450000,2008,Multi-Family Residential
16142140240000,2018,Planned Development
16142140280000,2020,Planned Development
16142200210000,2006,Multi-Family Residential
16142200220000,2006,Multi-Family Residential
16142200230000,2006,Multi-Family Residential
16142200240000,2006,Multi-Family Residential
16142200250000,2006,Multi-Family Residential
16143010340000,2007,Multi-Family Residential
16143060470000,2009,Multi-Family Residential
16143070030000,2007,Multi-Family Residential
16143070040000,2007,Multi-Family Residential
16143070300000,2007,Multi-Family Residential
16143070410000,2009,Multi-Family Residential
16143070420000,2008,Multi-Family Residential
16143070430000,2007,Multi-Family Residential
16143080090000,2007,Multi-Family Residential
16143120110000,2006,Multi-Family Residential
16143160360000,2015,Planned Development
16143160370000,2015,Planned Development
16144040460000,2006,Multi-Family Residential
16144040470000,2009,Multi-Family Residential
16144040480000,2008,Multi-Family Residential
16144050410000,2006,Multi-Family Residential
16144060390000,2008,Multi-Family Residential
16144070130000,2008,Multi-Family Residential
16144070140000,2008,Multi-Family Residential
16144070150000,2008,Multi-Family Residential
16144070460000,2007,Multi-Family Residential
16144080420000,2009,Multi-Family Residential
16144100020000,2008,Multi-Family Residential
16144100390000,2008,Multi-Family Residential
16144100400000,2008,Multi-Family Residential
16144100410000,2008,Multi-Family Residential
16144100420000,2008,Multi-Family Residential
16144120130000,2007,Industrial
16151060380000,2006,Multi-Family Residential
16151060390000,2006,Multi-Family Residential
16151110270000,2009,Multi-Family Residential
16151140210000,2007,Multi-Family Residential
16151140220000,2007,Multi-Family Residential
16152060340000,2008,Multi-Family Residential
16152070370000,2006,Multi-Family Residential
16152110180000,2007,Multi-Family Residential
16152150470000,2006,Multi-Family Residential
16152150480000,2006,Multi-Family Residential
16152160380000,2007,Multi-Family Residential
16152190300000,2007,Multi-Family Residential
16152200170000,2008,Multi-Family Residential
16152210400000,2008,Multi-Family Residential
16152210420000,2006,Multi-Family Residential
16152210430000,2006,Multi-Family Residential
16152220080000,2008,Multi-Family Residential
16152260310000,2008,Multi-Family Residential
16152260320000,2008,Multi-Family Residential
16152260400000,2006,Multi-Family Residential
16152260430000,2008,Multi-Family Residential
16154010120000,2006,Single-Family Residential
16154010380000,2006,Single-Family Residential
16154010390000,2006,Single-Family Residential
16154010400000,2006,Single-Family Residential
16154010410000,2006,Single-Family Residential
16154040050000,2006,Multi-Family Residential
16154040220000,2006,Multi-Family Residential
16154120400000,2006,Single-Family Residential
16161020240000,2008,Single-Family Residential
16161040100000,2009,Single-Family Residential
16161050020000,2010,Single-Family Residential
16161100710000,2006,Single-Family Residential
16161100720000,2006,Single-Family Residential
16161180330000,2007,Single-Family Residential
16162000100000,2010,Single-Family Residential
16162080040000,2021,Multi-Family Residential
16162080390000,2021,Multi-Family Residential
16162080520000,2006,Multi-Family Residential
16162080530000,2006,Multi-Family Residential
16162080550000,2007,Multi-Family Residential
16164090640000,2006,Single-Family Residential
16224090400000,2017,Planned Development
16224150190000,2006,Single-Family Residential
16232060110000,2006,Multi-Family Residential
16232060140000,2006,Multi-Family Residential
16232060150000,2006,Multi-Family Residential
16232060250000,2006,Multi-Family Residential
16232060260000,2006,Multi-Family Residential
16232060270000,2006,Multi-Family Residential
16232060300000,2006,Multi-Family Residential
16232060340000,2006,Multi-Family Residential
16232060360000,2006,Multi-Family Residential
16232060370000,2006,Multi-Family Residential
16232060380000,2006,Multi-Family Residential
16232060390000,2006,Multi-Family Residential
16232060410000,2007,Multi-Family Residential
16232060420000,2006,Multi-Family Residential
16232060430000,2006,Multi-Family Residential
16232120150000,2006,Multi-Family Residential
16232130110000,2008,Multi-Family Residential
16233150690000,2009,Multi-Family Residential
16233210290000,2006,Multi-Family Residential
16233220070000,2008,Multi-Family Residential
16233260290000,2007,Multi-Family Residential
16233270440000,2008,Multi-Family Residential
16234110170000,2007,Multi-Family Residential
16234130450000,2008,Multi-Family Residential
16234130460000,2008,Multi-Family Residential
16234150590000,2008,Multi-Family Residential
16234160370000,2008,Multi-Family Residential
16234160400000,2007,Multi-Family Residential
16234210450000,2007,Multi-Family Residential
16234210460000,2007,Multi-Family Residential
16234210470000,2007,Multi-Family Residential
16241000350000,2007,Multi-Family Residential
16241000360000,2007,Multi-Family Residential
16241030090000,2007,Multi-Family Residential
16242010140000,2009,Multi-Family Residential
16242010150000,2011,Multi-Family Residential
16242010170000,2012,Multi-Family Residential
16242020090000,2008,Multi-Family Residential
16242020110000,2013,Multi-Family Residential
16242020170000,2009,Multi-Family Residential
16242060480000,2009,Multi-Family Residential
16242060490000,2009,Multi-Family Residential
16242060510000,2008,Multi-Family Residential
16242060690000,2007,Multi-Family Residential
16242070100000,2009,Multi-Family Residential
16242070150000,2009,Multi-Family Residential
16242070160000,2009,Multi-Family Residential
16242070180000,2009,Multi-Family Residential
16242070270000,2009,Multi-Family Residential
16242070310000,2009,Multi-Family Residential
16242070410000,2013,Multi-Family Residential
16242070470000,2021,Multi-Family Residential
16242070530000,2013,Multi-Family Residential
